ID_LAT_LON_YEAR_WEEK,emission
ID_-23.53_27.47_2019_1,2711.6259969400007
ID_-23.53_27.47_2019_2,2614.065464199999
ID_-23.53_27.47_2019_3,2597.423944499999
ID_-23.53_27.47_2019_4,2801.2452946569997
ID_-23.53_27.47_2019_5,5013.3118144400005
ID_-23.53_27.47_2019_6,3754.6593201399983
ID_-23.53_27.47_2019_7,2657.735273100001
ID_-23.53_27.47_2019_8,2649.1420481400005
ID_-23.53_27.47_2019_9,2679.8379038
ID_-23.53_27.47_2019_10,2607.6337830000007
ID_-23.53_27.47_2019_11,5304.495339524001
ID_-23.53_27.47_2019_12,7256.769862220004
ID_-23.53_27.47_2019_13,2619.8176980000007
ID_-23.53_27.47_2019_14,2665.6218175400004
ID_-23.53_27.47_2019_15,2667.0403023
ID_-23.53_27.47_2019_16,2625.2085739999998
ID_-23.53_27.47_2019_17,2599.311319
ID_-23.53_27.47_2019_18,5357.08508501
ID_-23.53_27.47_2019_19,6241.40360225
ID_-23.53_27.47_2019_20,2777.8529604
ID_-23.53_27.47_2019_21,4524.224038698999
ID_-23.53_27.47_2019_22,8488.243529999996
ID_-23.53_27.47_2019_23,7036.640615859999
ID_-23.53_27.47_2019_24,8322.572317560001
ID_-23.53_27.47_2019_25,4352.7662069
ID_-23.53_27.47_2019_26,5287.224755950002
ID_-23.53_27.47_2019_27,3831.046026670001
ID_-23.53_27.47_2019_28,2830.829387550001
ID_-23.53_27.47_2019_29,4332.79554379
ID_-23.53_27.47_2019_30,4795.504426460001
ID_-23.53_27.47_2019_31,7046.8630187
ID_-23.53_27.47_2019_32,8023.356325499997
ID_-23.53_27.47_2019_33,5671.368862777002
ID_-23.53_27.47_2019_34,8534.520379400003
ID_-23.53_27.47_2019_35,8296.496454699998
ID_-23.53_27.47_2019_36,2856.6650953399994
ID_-23.53_27.47_2019_37,2665.100600539999
ID_-23.53_27.47_2019_38,2935.8969115399996
ID_-23.53_27.47_2019_39,2754.3668927599997
ID_-23.53_27.47_2019_40,2739.981467399999
ID_-23.53_27.47_2019_41,2780.0121755399996
ID_-23.53_27.47_2019_42,3621.487516540001
ID_-23.53_27.47_2019_43,6142.940876308001
ID_-23.53_27.47_2019_44,15551.565758459996
ID_-23.53_27.47_2019_45,16622.904623160008
ID_-23.53_27.47_2019_46,6490.605032530003
ID_-23.53_27.47_2019_47,13248.254377060002
ID_-23.53_27.47_2019_48,2626.8521286999994
ID_-23.53_27.47_2019_49,2696.3975185599993
ID_-23.53_27.47_2019_50,2596.229797199999
ID_-23.53_27.47_2019_51,2539.8050332000003
ID_-23.53_27.47_2019_52,2611.8283066
ID_-23.53_27.47_2020_1,189796.7131066779
ID_-23.53_27.47_2020_2,94819.74794214997
ID_-23.53_27.47_2020_3,136805.32264209996
ID_-23.53_27.47_2020_4,26391.61179951
