ID_LAT_LON_YEAR_WEEK,emission
ID_-23.53_27.47_2019_1,0.00031960982707802564
ID_-23.53_27.47_2019_5,0.023206472291787655
ID_-23.53_27.47_2019_9,-0.0021498081542188335
ID_-23.53_27.47_2019_18,-0.003510419715018448
ID_-23.53_27.47_2019_22,-0.007638403504050895
ID_-23.53_27.47_2019_31,-0.006459994045664684
ID_-23.53_27.47_2019_35,-0.0023136089651454566
ID_-23.53_27.47_2019_40,-0.0057058601835105974
ID_-23.53_27.47_2019_44,0.002347161318396985
ID_-23.53_27.47_2019_48,-0.010219774667384121
ID_-23.53_27.47_2020_1,0.017259370673214758
ID_-23.53_27.47_2020_5,0.01947572638161102
ID_-23.53_27.47_2020_9,-0.006597454354134585
ID_-23.53_27.47_2020_14,-0.009342532293238365
ID_-23.53_27.47_2020_18,-0.005028596124716105
ID_-23.53_27.47_2020_27,-0.007371716197891699
ID_-23.53_27.47_2020_31,-0.0033675839798735733
ID_-23.53_27.47_2020_36,-0.0054394269969871515
ID_-23.53_27.47_2020_40,-0.0011509997887211324
ID_-23.53_27.47_2020_44,-0.0030333516596151144
ID_-23.53_27.47_2020_49,-0.007866691197375755
ID_-23.53_27.47_2021_13,-0.004781586710320816
ID_-23.53_27.47_2021_17,-0.0014904919552496231
ID_-23.53_27.47_2021_22,-0.0014383725131753694
ID_-23.53_27.47_2021_26,-0.002161895081955211
ID_-23.53_27.47_2021_30,-0.0009633523546519886
ID_-23.53_27.47_2021_35,-0.0011213956396400183
ID_-23.53_27.47_2021_39,0.0030923199882230573
ID_-23.53_27.47_2021_48,-0.003404490004991711
ID_-23.53_27.47_2021_52,-0.012925133297325996
ID_-23.53_27.47_2022_5,0.02982328523034017
ID_-23.53_27.47_2022_9,-0.0006206178150761428
ID_-23.53_27.47_2022_13,0.000538069345419799
ID_-23.53_27.47_2022_17,0.0010156657587621148
ID_-23.53_27.47_2022_22,-0.0007236275447139635
ID_-23.53_27.47_2022_26,0.0001212764760280006
ID_-23.53_27.47_2022_35,-0.004653285157886069
ID_-23.53_27.47_2022_39,-0.0037185228675350136
ID_-23.53_27.47_2022_44,0.0018355777744888293
ID_-23.53_27.47_2022_48,0.007509534452525161
ID_-23.53_27.47_2022_52,0.018799255976827803
ID_-23.53_27.57_2019_1,0.018619490203269803
ID_-23.53_27.57_2019_5,0.025778420589875145
ID_-23.53_27.57_2019_9,-0.00294252476943423
ID_-23.53_27.57_2019_18,-0.004949919505465618
ID_-23.53_27.57_2019_22,-0.008181523034091583
ID_-23.53_27.57_2019_31,-0.007816541537618448
ID_-23.53_27.57_2019_35,-0.00544294785282819
ID_-23.53_27.57_2019_40,-0.0014757630162054326
ID_-23.53_27.57_2019_44,0.0022788676341760575
ID_-23.53_27.57_2019_48,-0.008796390028165499
ID_-23.53_27.57_2020_1,0.017883785022823385
ID_-23.53_27.57_2020_5,0.01953204124914485
ID_-23.53_27.57_2020_9,-0.009083412442640958
ID_-23.53_27.57_2020_14,-0.0029884594710322837
ID_-23.53_27.57_2020_18,-0.008132754000461977
ID_-23.53_27.57_2020_27,-0.007280769644888318
ID_-23.53_27.57_2020_31,-0.002944879199253061
ID_-23.53_27.57_2020_36,-0.00720379346893262
ID_-23.53_27.57_2020_40,-0.0004149139556286718
ID_-23.53_27.57_2020_44,-0.0005152501857667972
ID_-23.53_27.57_2020_49,-0.007229566332385715
ID_-23.53_27.57_2021_13,-0.0047552258357811865
ID_-23.53_27.57_2021_17,-0.0002998522500780174
ID_-23.53_27.57_2021_22,-0.005081045927027716
ID_-23.53_27.57_2021_26,-0.004831080615646309
ID_-23.53_27.57_2021_30,-0.0023101251610115263
ID_-23.53_27.57_2021_35,-0.001332271377639721
ID_-23.53_27.57_2021_39,0.0024754158054583726
